time,time
2023-01-08 18:38:47,0
2023-01-08 18:38:46,0
2023-01-08 18:38:45,0
2023-01-08 18:38:44,0
2023-01-08 18:38:43,0
2023-01-08 18:38:42,0
2023-01-08 18:38:41,0
2023-01-08 18:38:40,0
2023-01-08 18:38:39,0
2023-01-08 18:38:38,0
2023-01-08 18:38:37,0
2023-01-08 18:38:36,0
2023-01-08 18:38:35,0
2023-01-08 18:38:34,0
2023-01-08 18:38:33,0
2023-01-08 18:38:32,0
2023-01-08 18:38:31,0
2023-01-08 18:38:30,0
2023-01-08 18:38:29,0
2023-01-08 18:38:28,0
2023-01-08 18:38:27,0
2023-01-08 18:38:26,0
2023-01-08 18:38:25,0
2023-01-08 18:38:24,0
2023-01-08 18:38:23,0
2023-01-08 18:38:22,0
2023-01-08 18:38:21,0
2023-01-08 18:38:20,0
2023-01-08 18:38:19,0
2023-01-08 18:38:18,0
2023-01-08 18:38:17,0
2023-01-08 18:38:16,0
2023-01-08 18:38:15,0
2023-01-08 18:38:14,0
2023-01-08 18:38:13,0
2023-01-08 18:38:12,0
2023-01-08 18:38:11,30.01827
2023-01-08 18:38:10,121.01236
2023-01-08 18:38:09,163.98442
2023-01-08 18:38:08,106.78507
2023-01-08 18:38:07,25.51389
2023-01-08 18:38:06,59.61901
2023-01-08 18:38:05,23.06697
2023-01-08 18:38:04,0
2023-01-08 18:38:03,0
2023-01-08 18:38:02,0
2023-01-08 18:38:01,0
2023-01-08 18:38:00,0
2023-01-08 18:37:59,0
2023-01-08 18:37:58,34.50472
2023-01-08 18:37:57,124.90885
2023-01-08 18:37:56,103.58643
2023-01-08 18:37:55,3.90062
2023-01-08 18:37:54,22.01215
2023-01-08 18:37:53,30.08723
2023-01-08 18:37:52,0
2023-01-08 18:37:51,0
2023-01-08 18:37:50,0
2023-01-08 18:37:49,0
2023-01-08 18:37:48,0
2023-01-08 18:37:47,24.59608
2023-01-08 18:37:46,116.23454
2023-01-08 18:37:45,221.2001
2023-01-08 18:37:44,198.0704
2023-01-08 18:37:43,34.9598
2023-01-08 18:37:42,81.34816
2023-01-08 18:37:41,26.5909
2023-01-08 18:37:40,0
2023-01-08 18:37:39,0
2023-01-08 18:37:38,0
2023-01-08 18:37:37,25.20125
2023-01-08 18:37:36,126.32174
2023-01-08 18:37:35,194.9839
2023-01-08 18:37:34,87.49308
2023-01-08 18:37:33,10.499069
2023-01-08 18:37:32,33.50075
2023-01-08 18:37:31,21.00019
2023-01-08 18:37:30,3.90055
2023-01-08 18:37:29,64.94002
2023-01-08 18:37:28,215.7265
2023-01-08 18:37:27,199.4329
2023-01-08 18:37:26,12.914729
2023-01-08 18:37:25,44.52722
2023-01-08 18:37:24,33.55805
2023-01-08 18:37:23,0
2023-01-08 18:37:22,0
2023-01-08 18:37:21,0
2023-01-08 18:37:20,0
2023-01-08 18:37:19,0
2023-01-08 18:37:18,28.27639
2023-01-08 18:37:17,113.16873
2023-01-08 18:37:16,147.78953
2023-01-08 18:37:15,93.86747
2023-01-08 18:37:14,32.91241
2023-01-08 18:37:13,56.18892
2023-01-08 18:37:12,16.79655
2023-01-08 18:37:11,0
2023-01-08 18:37:10,0
2023-01-08 18:37:09,0
2023-01-08 18:37:08,0
2023-01-08 18:37:07,0
2023-01-08 18:37:06,21.89774
2023-01-08 18:37:05,88.00782
2023-01-08 18:37:04,104.10126
2023-01-08 18:37:03,43.79359
2023-01-08 18:37:02,15.611798
2023-01-08 18:37:01,32.29018
2023-01-08 18:37:00,13.29761
2023-01-08 18:36:59,0
2023-01-08 18:36:58,0
2023-01-08 18:36:57,13.199573
2023-01-08 18:36:56,103.43933
2023-01-08 18:36:55,260.2888
2023-01-08 18:36:54,212.0723
2023-01-08 18:36:53,10.805322
2023-01-08 18:36:52,43.50541
2023-01-08 18:36:51,42.68927
2023-01-08 18:36:50,0
2023-01-08 18:36:49,0
2023-01-08 18:36:48,0
2023-01-08 18:36:47,0
2023-01-08 18:36:46,31.81281
2023-01-08 18:36:45,122.24601
2023-01-08 18:36:44,112.24128
2023-01-08 18:36:43,8.500696
2023-01-08 18:36:42,35.01756
2023-01-08 18:36:41,40.6818
2023-01-08 18:36:40,3.499849
2023-01-08 18:36:39,0
2023-01-08 18:36:38,0
2023-01-08 18:36:37,25.84384
2023-01-08 18:36:36,99.16465
2023-01-08 18:36:35,97.29258
2023-01-08 18:36:34,18.29917
2023-01-08 18:36:33,19.19965
2023-01-08 18:36:32,29.10198
2023-01-08 18:36:31,9.098139
2023-01-08 18:36:30,0
2023-01-08 18:36:29,0
2023-01-08 18:36:28,0
2023-01-08 18:36:27,0
2023-01-08 18:36:26,0
2023-01-08 18:36:25,0
2023-01-08 18:36:24,0
2023-01-08 18:36:23,0
2023-01-08 18:36:22,0
2023-01-08 18:36:21,0
2023-01-08 18:36:20,0
2023-01-08 18:36:19,0
2023-01-08 18:36:18,0
2023-01-08 18:36:17,0
2023-01-08 18:36:16,0
2023-01-08 18:36:15,0
2023-01-08 18:36:14,0
2023-01-08 18:36:13,0
2023-01-08 18:36:12,0
2023-01-08 18:36:11,0
2023-01-08 18:36:10,0
2023-01-08 18:36:09,0
2023-01-08 18:36:08,0
2023-01-08 18:36:07,0
2023-01-08 18:36:06,0
2023-01-08 18:36:05,0
2023-01-08 18:36:04,0
2023-01-08 18:36:03,0
2023-01-08 18:36:02,0
2023-01-08 18:36:01,0
2023-01-08 18:36:00,0
2023-01-08 18:35:59,0
2023-01-08 18:35:58,0
2023-01-08 18:35:57,0
2023-01-08 18:35:56,0
2023-01-08 18:35:55,0
2023-01-08 18:35:54,0
2023-01-08 18:35:53,0
2023-01-08 18:35:52,0
2023-01-08 18:35:51,0
2023-01-08 18:35:50,0
2023-01-08 18:35:49,0
2023-01-08 18:35:48,0
